,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
20271,37.0,4,2,1,0,24.0,1,1,0,11,1,232,4,0,0,3,0
20272,59.0,7,1,1,0,108.0,0,0,0,11,1,120,4,0,0,3,0
20273,43.0,9,1,1,0,3723.0,1,0,0,11,1,134,4,0,0,3,0
20274,38.0,9,0,1,0,410.0,0,0,0,11,1,63,6,0,0,3,0
20275,55.0,9,2,1,0,149.0,1,0,0,11,1,103,15,0,0,3,0
20276,30.0,4,2,2,0,725.0,0,0,0,11,1,69,4,0,0,3,0
20277,39.0,4,1,1,0,215.0,0,0,0,11,1,1141,4,0,0,3,1
20278,33.0,4,1,2,0,299.0,0,0,0,11,1,378,4,0,0,3,0
20279,48.0,1,1,1,0,794.0,0,0,0,11,1,135,6,0,0,3,0
20280,41.0,4,1,1,0,456.0,1,0,0,11,1,734,4,0,0,3,1
20281,41.0,9,2,1,0,134.0,0,1,0,11,1,153,4,0,0,3,0
20282,53.0,6,1,2,0,217.0,0,0,0,11,1,121,5,0,0,3,0
20283,47.0,9,1,2,0,1127.0,0,0,0,11,1,133,6,0,0,3,0
20284,55.0,1,1,0,0,1512.0,0,0,0,11,1,262,4,0,0,3,0
20285,32.0,4,2,1,0,2018.0,0,0,0,11,1,1238,1,0,0,3,1
20286,36.0,3,2,1,0,28.0,0,1,0,11,1,149,2,0,0,3,0
20287,32.0,9,1,1,0,999.0,0,0,0,11,1,382,3,0,0,3,0
20288,40.0,9,1,1,1,32.0,1,0,0,11,1,55,4,0,0,3,0
20289,34.0,4,2,2,0,421.0,0,0,0,11,1,383,3,0,0,3,0
20290,37.0,9,1,2,1,-681.0,1,1,0,11,1,280,3,0,0,3,0
20291,34.0,4,1,2,0,1273.0,0,0,2,11,1,93,2,0,0,3,0
20292,32.0,4,1,2,0,713.0,1,0,0,11,1,76,7,0,0,3,0
20293,35.0,4,1,2,0,569.0,0,0,0,11,1,121,3,0,0,3,0
20294,38.0,6,2,2,0,982.0,0,0,0,11,1,176,3,0,0,3,0
20295,37.0,4,1,2,0,0.0,0,0,0,11,1,187,4,0,0,3,0
20296,53.0,4,0,1,0,112.0,0,1,0,11,1,246,3,0,0,3,0
20297,57.0,5,1,1,0,13834.0,0,0,0,11,1,107,1,0,0,3,0
20298,48.0,9,0,1,0,353.0,0,0,0,11,1,132,1,0,0,3,0
20299,35.0,9,1,2,0,22.0,0,0,0,11,1,109,1,0,0,3,0
20300,30.0,4,2,2,0,1191.0,0,0,0,11,1,381,4,0,0,3,0
20301,31.0,4,1,2,0,4945.0,0,0,0,11,1,445,1,0,0,3,0
20302,40.0,9,1,1,0,4186.0,0,0,0,11,1,129,1,0,0,3,0
20303,47.0,7,1,0,0,206.0,0,0,0,11,1,71,3,0,0,3,0
20304,35.0,9,1,1,0,289.0,1,0,0,11,1,80,10,0,0,3,0
20305,31.0,4,1,1,0,0.0,0,0,0,11,1,720,1,0,0,3,1
20306,35.0,4,2,2,1,-1980.0,1,1,0,11,1,227,1,0,0,3,0
20307,30.0,9,2,2,0,2784.0,0,0,0,11,1,161,1,0,0,3,0
20308,42.0,4,1,2,0,187.0,0,0,0,11,1,64,1,0,0,3,0
20309,32.0,9,2,2,0,741.0,1,0,0,11,1,238,1,0,0,3,0
20310,45.0,0,1,1,0,111.0,1,0,0,11,1,173,1,0,0,3,0
20311,33.0,9,1,1,0,1166.0,0,0,0,11,1,90,3,0,0,3,0
20312,59.0,1,1,0,0,914.0,0,0,0,11,1,139,8,0,0,3,0
20313,37.0,4,1,2,0,2672.0,1,0,0,11,1,549,1,0,0,3,0
20314,40.0,6,1,2,0,271.0,1,0,0,11,1,265,4,0,0,3,0
20315,32.0,9,2,2,0,1100.0,1,1,0,11,1,67,1,0,0,3,0
20316,32.0,4,1,2,0,1086.0,0,0,0,11,1,379,3,0,0,3,0
20317,51.0,9,2,1,0,8538.0,1,0,0,11,1,126,2,0,0,3,0
20318,31.0,1,1,1,0,-204.0,1,1,0,11,1,429,7,0,0,3,0
20319,33.0,9,1,2,0,2586.0,0,0,0,11,1,117,3,0,0,3,0
20320,37.0,9,2,1,0,4.0,0,0,0,11,1,933,1,0,0,3,1
20321,59.0,5,1,0,1,-13.0,0,0,0,11,1,77,1,0,0,3,0
20322,32.0,4,1,2,0,1208.0,0,0,0,11,1,221,3,0,0,3,0
20323,30.0,9,2,2,0,4459.0,0,0,0,11,1,149,2,0,0,3,0
20324,38.0,9,1,2,0,-3.0,0,0,0,11,1,148,3,0,0,3,0
20325,52.0,0,1,1,0,7742.0,0,0,0,11,1,149,3,0,0,3,0
20326,32.0,3,1,1,0,3832.0,0,0,0,11,1,80,3,0,0,3,0
20327,37.0,4,1,2,0,825.0,1,0,0,11,1,214,5,0,0,3,0
20328,34.0,9,2,1,0,4676.0,0,0,0,11,1,248,3,0,0,3,0
20329,30.0,4,2,2,0,6493.0,0,0,0,11,1,132,5,0,0,3,0
20330,33.0,9,2,2,0,443.0,0,0,0,11,1,240,5,0,0,3,0
20331,32.0,9,2,2,0,543.0,0,0,0,11,1,385,3,0,0,3,0
20332,30.0,4,1,2,0,1882.0,1,0,0,11,1,249,5,0,0,3,0
20333,43.0,10,1,1,0,223.0,0,0,0,11,1,200,4,0,0,3,0
20334,31.0,9,2,1,0,2.0,0,1,0,11,1,104,4,0,0,3,0
20335,43.0,4,1,1,0,2411.0,1,0,0,11,1,124,7,0,0,3,0
20336,31.0,4,1,2,0,3739.0,0,0,0,11,1,117,3,0,0,3,0
20337,31.0,6,2,1,0,762.0,0,0,0,11,1,312,3,0,0,3,0
20338,47.0,7,1,1,0,24.0,0,0,0,11,1,271,3,0,0,3,0
20339,49.0,4,1,2,0,4594.0,0,0,0,11,1,157,3,0,0,3,0
20340,32.0,4,2,2,0,1434.0,0,0,0,11,1,1144,3,0,0,3,0
20341,30.0,9,2,2,0,290.0,0,0,0,11,1,485,5,0,0,3,0
20342,56.0,7,0,1,0,476.0,0,0,0,11,1,67,7,0,0,3,0
20343,59.0,9,1,1,0,478.0,0,0,0,11,1,108,5,0,0,3,0
20344,47.0,5,1,1,0,-71.0,1,0,0,11,1,293,5,0,0,3,0
20345,30.0,9,1,2,0,8351.0,0,0,0,11,1,345,3,0,0,3,0
20346,50.0,1,1,0,0,0.0,0,0,0,11,1,72,5,0,0,3,0
20347,42.0,4,1,2,0,1161.0,0,0,0,11,1,101,5,0,0,3,0
20348,53.0,6,1,0,0,2639.0,0,0,0,11,1,304,4,0,0,3,0
20349,51.0,1,1,0,0,541.0,0,0,0,11,1,663,3,0,0,3,1
20350,43.0,4,1,2,0,8.0,0,0,0,11,1,95,4,0,0,3,0
20351,36.0,9,0,1,0,487.0,0,1,0,11,1,268,3,0,0,3,0
20352,31.0,9,1,1,0,30.0,0,0,1,11,1,133,5,0,0,3,0
20353,55.0,11,1,1,0,1785.0,0,0,0,11,1,339,3,0,0,3,0
20354,34.0,4,1,2,0,519.0,0,0,0,11,1,57,3,0,0,3,0
20355,37.0,9,1,1,0,5287.0,1,1,0,11,1,209,2,0,0,3,0
20356,40.0,4,0,2,0,3426.0,0,0,0,11,1,94,3,0,0,3,0
20357,41.0,4,1,2,0,0.0,0,0,0,11,1,1242,5,0,0,3,1
20358,59.0,5,1,2,0,1296.0,0,0,0,11,1,862,11,0,0,3,0
20359,55.0,7,1,1,0,2120.0,0,0,0,11,1,236,3,0,0,3,0
20360,39.0,9,1,1,0,3663.0,0,0,0,11,1,230,3,0,0,3,0
20361,35.0,9,2,1,0,354.0,0,0,0,11,1,444,3,0,0,3,1
20362,59.0,5,1,1,0,5219.0,0,0,0,11,1,239,3,0,0,3,0
20363,48.0,1,1,0,0,719.0,0,1,0,11,1,418,5,0,0,3,1
20364,46.0,9,0,2,0,0.0,1,0,0,11,1,249,5,0,0,3,0
20365,50.0,6,1,1,0,111.0,0,0,0,11,1,277,3,0,0,3,0
20366,38.0,7,2,1,0,9609.0,1,0,0,11,1,1687,9,0,0,3,0
20367,57.0,1,1,1,0,14093.0,0,0,0,11,1,231,5,0,0,3,0
20368,35.0,4,2,2,0,863.0,0,0,0,11,1,481,2,0,0,3,0
20369,53.0,5,0,1,0,451.0,0,1,0,11,1,277,5,0,0,3,0
20370,34.0,4,1,2,0,1054.0,0,0,0,11,1,101,3,0,0,3,0
20371,44.0,9,0,1,0,12.0,0,0,0,11,1,295,3,0,0,3,0
20372,30.0,9,2,1,0,3927.0,1,0,0,11,1,247,1,0,0,3,0
20373,53.0,1,1,0,0,1301.0,0,0,0,11,1,164,1,0,0,3,0
20374,58.0,5,1,1,0,11.0,0,0,0,11,1,270,1,0,0,3,0
20375,34.0,4,1,2,0,828.0,0,1,0,11,1,1080,3,0,0,3,1
20376,38.0,9,1,2,0,-267.0,0,0,0,11,1,220,1,0,0,3,0
20377,34.0,4,1,2,0,2657.0,1,0,0,11,1,159,3,0,0,3,0
20378,33.0,4,2,2,0,4782.0,1,0,0,11,1,217,1,0,0,3,0
20379,50.0,4,1,2,0,412.0,1,1,0,11,1,40,5,0,0,3,0
20380,56.0,11,1,3,0,15088.0,0,0,0,11,1,179,4,0,0,3,0
20381,31.0,9,2,1,0,433.0,0,0,0,11,1,1504,2,0,0,3,0
20382,50.0,4,1,2,0,1859.0,0,0,0,11,1,85,5,0,0,3,0
20383,45.0,1,1,0,0,6753.0,0,0,0,11,1,48,9,0,0,3,0
20384,34.0,9,2,2,0,1039.0,0,0,0,11,1,342,3,0,0,3,0
20385,33.0,11,1,1,0,335.0,0,0,0,11,1,566,7,0,0,3,0
20386,52.0,9,1,1,0,989.0,0,0,0,11,1,356,1,0,0,3,0
20387,32.0,4,2,2,0,715.0,0,0,0,11,1,159,1,0,0,3,0
20388,44.0,4,1,2,0,-61.0,0,0,0,11,1,1015,1,0,0,3,0
20389,47.0,1,1,1,0,2787.0,0,0,0,11,1,479,1,0,0,3,1
20390,40.0,9,1,1,0,1716.0,1,0,0,12,1,226,8,0,0,3,0
20391,59.0,0,0,1,0,636.0,0,0,0,12,1,91,4,0,0,3,0
20392,30.0,4,2,2,0,115.0,0,0,0,12,1,154,2,0,0,3,0
20393,30.0,3,2,2,0,3362.0,0,0,0,12,1,101,2,0,0,3,0
20394,50.0,9,0,1,0,3656.0,0,0,0,12,1,509,2,0,0,3,0
20395,32.0,9,1,1,0,1568.0,0,0,0,12,1,161,6,0,0,3,0
20396,46.0,10,1,1,0,2551.0,0,0,0,12,1,645,2,0,0,3,1
20397,32.0,4,0,2,0,948.0,0,0,0,12,1,204,2,0,0,3,0
20398,59.0,4,1,2,0,37.0,0,0,0,12,1,64,9,0,0,3,0
20399,60.0,5,1,1,0,2722.0,0,0,0,12,1,506,2,0,0,3,1
20400,57.0,5,1,0,0,-12.0,0,1,0,12,1,80,8,0,0,3,0
20401,58.0,5,1,1,0,764.0,0,0,0,12,1,219,4,0,0,3,0
20402,39.0,9,1,1,0,52.0,0,0,0,12,1,96,2,0,0,3,0
20403,31.0,9,2,1,0,826.0,1,0,0,12,1,246,2,0,0,3,0
20404,36.0,4,1,2,0,171.0,0,0,0,12,1,92,2,0,0,3,0
20405,56.0,1,1,1,0,2395.0,0,0,0,12,1,150,2,0,0,3,0
20406,51.0,0,1,1,0,1535.0,0,0,0,12,1,359,2,0,0,3,0
20407,33.0,4,1,2,0,685.0,0,0,0,12,1,72,2,0,0,3,0
20408,35.0,9,1,1,0,482.0,0,0,0,12,1,138,2,0,0,3,0
20409,56.0,5,1,1,0,-113.0,1,1,0,12,1,614,2,0,0,3,0
20410,44.0,6,1,0,0,4.0,0,0,0,12,1,327,2,0,0,3,0
20411,49.0,1,0,0,0,1280.0,0,1,0,12,1,144,2,0,0,3,0
20412,44.0,9,0,1,0,0.0,0,0,0,12,1,56,2,0,0,3,0
20413,54.0,4,1,2,0,3020.0,0,0,0,12,1,106,2,0,0,3,0
20414,33.0,4,0,2,0,-336.0,0,0,0,12,1,75,2,0,0,3,0
20415,31.0,4,2,2,0,30.0,0,0,0,12,1,348,2,0,0,3,0
20416,37.0,4,1,1,0,0.0,0,0,0,12,1,132,2,0,0,3,0
20417,33.0,4,1,2,0,855.0,1,1,0,12,1,191,2,0,0,3,0
20418,30.0,4,1,2,0,646.0,0,0,0,12,1,99,2,0,0,3,0
20419,49.0,6,1,1,0,1103.0,0,0,0,12,1,428,2,0,0,3,0
20420,31.0,4,2,2,0,123.0,0,0,0,12,1,82,2,0,0,3,0
20421,33.0,9,1,2,0,980.0,0,0,0,12,1,172,2,0,0,3,0
20422,48.0,4,2,2,0,5904.0,1,0,0,12,1,127,2,0,0,3,0
20423,39.0,4,1,1,0,1880.0,0,0,0,12,1,768,2,0,0,3,1
20424,30.0,4,0,2,0,317.0,0,0,0,12,1,72,2,0,0,3,0
20425,46.0,2,1,1,0,-880.0,0,1,0,12,1,185,2,0,0,3,0
20426,41.0,9,2,1,0,297.0,0,1,0,12,1,140,2,0,0,3,0
20427,57.0,1,1,0,0,2112.0,0,0,0,12,1,1134,2,0,0,3,1
20428,49.0,0,1,1,0,300.0,0,0,0,12,1,76,2,0,0,3,0
20429,54.0,3,1,0,0,212.0,0,0,0,12,1,81,4,0,0,3,0
20430,30.0,3,1,1,0,0.0,0,0,0,12,1,91,2,0,0,3,0
20431,31.0,4,2,2,0,573.0,0,0,0,12,1,138,2,0,0,3,0
20432,30.0,4,2,2,0,220.0,0,1,0,12,1,111,2,0,0,3,0
20433,35.0,4,1,2,0,100.0,0,0,0,12,1,120,2,0,0,3,0
20434,35.0,4,1,2,0,1383.0,0,0,0,12,1,143,2,0,0,3,0
20435,58.0,4,1,2,0,5942.0,0,0,0,12,1,64,2,0,0,3,0
20436,40.0,3,1,1,0,1050.0,0,0,0,12,1,117,2,0,0,3,0
20437,31.0,4,1,2,0,1575.0,0,0,0,12,1,178,4,0,0,3,0
20438,42.0,4,0,2,0,1622.0,1,0,0,12,1,158,2,0,0,3,0
20439,42.0,9,2,1,1,0.0,0,1,0,12,1,51,4,0,0,3,0
20440,46.0,10,1,1,0,3533.0,1,0,0,12,1,235,2,0,0,3,0
20441,59.0,5,1,0,0,94.0,0,0,0,12,1,256,2,0,0,3,0
20442,58.0,5,1,1,0,7560.0,0,0,0,12,1,364,2,0,0,3,0
20443,32.0,4,0,2,0,874.0,0,0,0,12,1,1282,6,0,0,3,1
20444,49.0,4,1,1,0,0.0,0,0,0,12,1,138,2,0,0,3,0
20445,34.0,4,2,2,0,1009.0,1,0,0,12,1,68,2,0,0,3,0
20446,33.0,9,2,1,0,827.0,1,0,0,12,1,58,4,0,0,3,0
20447,30.0,4,2,2,0,74.0,0,0,0,12,1,96,5,0,0,3,0
20448,39.0,3,1,0,0,562.0,0,0,0,12,1,234,2,0,0,3,0
20449,34.0,1,1,1,0,172.0,0,0,0,12,1,237,2,0,0,3,0
20450,32.0,4,2,2,0,100.0,0,0,0,12,1,181,2,0,0,3,0
20451,52.0,4,1,2,0,0.0,0,0,0,12,1,106,2,0,0,3,0
20452,58.0,9,1,1,0,1463.0,1,0,0,12,1,110,3,0,0,3,0
20453,49.0,11,1,1,0,1269.0,0,0,0,12,1,117,9,0,0,3,0
20454,36.0,4,2,2,0,419.0,0,0,0,12,1,122,2,0,0,3,0
20455,30.0,4,2,2,0,67.0,0,0,0,12,1,52,2,0,0,3,0
20456,36.0,9,1,1,0,1659.0,0,0,0,12,1,126,2,0,0,3,0
20457,35.0,4,1,2,0,362.0,0,0,0,12,1,95,8,0,0,3,0
20458,30.0,9,2,1,0,700.0,1,0,0,12,1,73,2,0,0,3,0
20459,59.0,1,1,0,0,2192.0,0,0,0,12,1,365,2,0,0,3,0
20460,37.0,4,2,2,0,553.0,0,0,0,12,1,63,2,0,0,3,0
20461,30.0,4,2,1,0,1913.0,0,0,0,12,1,250,2,0,0,3,0
20462,31.0,9,2,1,0,279.0,0,0,0,12,1,213,2,0,0,3,0
20463,34.0,4,2,2,0,2757.0,1,0,0,12,1,126,2,0,0,3,0
20464,56.0,5,1,2,0,3616.0,0,1,0,12,1,63,2,0,0,3,0
20465,47.0,7,1,0,0,586.0,0,0,0,12,1,68,2,0,0,3,0
20466,58.0,5,1,0,0,1472.0,0,0,0,12,1,74,2,0,0,3,0
20467,30.0,4,2,1,0,24.0,0,0,0,12,1,29,4,0,0,3,0
20468,37.0,9,2,1,0,353.0,1,0,0,12,1,147,2,0,0,3,0
20469,50.0,1,1,1,0,418.0,0,1,0,12,1,867,2,0,0,3,0
20470,54.0,9,1,1,0,-777.0,0,1,0,12,1,117,2,0,0,3,0
20471,54.0,4,2,2,0,2419.0,1,0,0,12,1,139,2,0,0,3,0
20472,32.0,4,2,2,0,2667.0,1,0,0,12,1,971,2,0,0,3,1
20473,51.0,4,1,2,0,8304.0,0,0,0,12,1,105,2,0,0,3,0
20474,40.0,4,1,2,0,12409.0,1,0,0,12,1,196,2,0,0,3,0
20475,32.0,9,2,1,0,5.0,0,0,0,12,1,105,2,0,0,3,0
20476,30.0,4,2,2,0,478.0,0,0,0,12,1,193,3,0,0,3,0
20477,31.0,4,1,2,1,-253.0,0,0,0,12,1,220,4,0,0,3,0
20478,30.0,9,2,2,0,8138.0,1,0,0,12,1,227,2,0,0,3,0
20479,31.0,9,2,2,0,438.0,1,0,0,12,1,130,2,0,0,3,0
20480,34.0,9,2,1,0,27.0,0,0,0,12,1,256,9,0,0,3,0
20481,47.0,10,1,2,0,0.0,0,0,0,12,1,232,5,0,0,3,0
20482,41.0,4,1,2,0,2781.0,1,0,0,12,1,95,2,0,0,3,0
20483,30.0,4,2,2,0,443.0,1,1,0,12,1,80,2,0,0,3,0
20484,55.0,4,0,2,0,277.0,0,0,0,12,1,101,3,0,0,3,0
20485,38.0,4,0,2,0,554.0,0,0,0,12,1,138,4,0,0,3,0
20486,41.0,4,1,2,0,557.0,1,1,0,12,1,148,4,0,0,3,0
20487,36.0,10,0,1,0,871.0,0,0,0,12,1,396,3,0,0,3,1
20488,45.0,1,1,0,0,328.0,1,0,0,12,1,174,4,0,0,3,0
20489,52.0,0,1,1,0,2347.0,0,1,0,12,1,603,3,0,0,3,0
20490,35.0,4,1,2,0,77.0,0,0,0,12,1,69,4,0,0,3,0
20491,37.0,4,1,2,0,4044.0,0,0,0,12,1,87,4,0,0,3,0
20492,54.0,0,1,1,0,19213.0,0,0,0,12,1,100,6,0,0,3,0
20493,47.0,4,2,2,0,0.0,0,0,0,12,1,138,2,0,0,3,0
20494,32.0,9,2,1,0,-114.0,0,0,0,12,1,155,2,0,0,3,0
20495,53.0,0,1,1,0,8449.0,0,0,0,12,1,123,2,0,0,3,0
20496,50.0,9,1,2,0,5907.0,1,1,0,12,1,338,2,0,0,3,0
20497,33.0,9,2,1,0,2481.0,0,0,0,12,1,104,2,0,0,3,0
20498,30.0,4,1,1,0,850.0,0,0,0,12,1,507,2,0,0,3,1
20499,44.0,6,1,0,0,614.0,0,0,0,12,1,85,4,0,0,3,0
20500,31.0,4,2,2,0,1836.0,1,0,0,12,1,177,2,0,0,3,0
20501,30.0,4,2,2,0,1038.0,0,0,0,12,1,88,2,0,0,3,0
20502,53.0,4,1,2,0,-1.0,0,0,0,12,1,150,2,0,0,3,0
20503,35.0,9,1,1,0,1067.0,0,1,0,12,1,179,6,0,0,3,0
20504,33.0,9,2,1,1,329.0,0,0,0,12,1,137,2,0,0,3,0
20505,30.0,9,2,1,0,281.0,0,0,0,12,1,105,2,0,0,3,0
20506,42.0,10,0,1,0,759.0,0,0,0,12,1,126,3,0,0,3,0
20507,30.0,4,2,2,0,368.0,1,0,0,12,1,241,2,0,0,3,0
20508,30.0,4,2,2,0,-672.0,0,0,0,12,1,130,2,0,0,3,0
20509,43.0,4,1,2,0,-526.0,0,0,0,12,1,603,2,0,0,3,0
20510,59.0,5,1,0,0,0.0,0,0,0,12,1,66,2,0,0,3,0
20511,33.0,9,2,2,0,2024.0,0,0,0,12,1,109,2,0,0,3,0
20512,33.0,9,1,1,0,3243.0,0,0,0,12,1,439,4,0,0,3,1
20513,39.0,9,1,1,0,1986.0,0,0,0,12,1,217,6,0,0,3,0
20514,34.0,4,2,2,0,2835.0,1,0,0,12,1,107,2,0,0,3,0
20515,52.0,4,1,2,0,3508.0,0,0,0,12,1,252,2,0,0,3,0
20516,54.0,4,1,2,0,11563.0,1,0,0,12,1,143,2,0,0,3,0
20517,45.0,1,1,0,0,1951.0,0,0,0,12,1,73,2,0,0,3,0
20518,52.0,3,1,3,0,544.0,0,0,0,12,1,254,2,0,0,3,0
20519,33.0,4,1,2,0,1504.0,0,0,0,12,1,61,2,0,0,3,0
20520,49.0,4,1,2,0,350.0,0,0,0,12,1,238,6,0,0,3,0
20521,46.0,1,1,0,0,2269.0,1,0,0,12,1,73,2,0,0,3,0
20522,35.0,4,2,2,0,53.0,0,1,0,12,1,80,4,0,0,3,0
20523,34.0,3,1,2,0,897.0,0,0,0,12,1,197,4,0,0,3,0
20524,30.0,4,2,2,0,1466.0,0,0,0,12,1,111,4,0,0,3,0
20525,59.0,6,1,3,0,59.0,0,0,0,12,1,171,2,0,0,3,0
20526,33.0,4,1,2,0,1399.0,0,0,0,12,1,436,4,0,0,3,0
20527,38.0,4,1,2,0,0.0,0,0,0,12,1,119,2,0,0,3,0
20528,31.0,4,1,1,0,1368.0,1,0,0,12,1,129,4,0,0,3,0
20529,48.0,4,0,2,0,148.0,0,0,0,12,1,152,2,0,0,3,0
20530,34.0,9,1,1,0,-136.0,1,1,0,12,1,131,2,0,0,3,0
20531,31.0,4,2,2,0,86.0,0,0,0,12,1,150,4,0,0,3,0
20532,52.0,1,1,0,0,273.0,1,0,0,12,1,128,2,0,0,3,0
20533,54.0,4,1,2,0,1411.0,0,0,0,12,1,56,2,0,0,3,0
20534,35.0,6,1,1,0,0.0,0,0,0,12,1,64,2,0,0,3,0
20535,57.0,4,0,1,0,396.0,0,0,0,12,1,108,2,0,0,3,0
20536,45.0,9,1,1,0,3241.0,0,0,0,12,1,84,2,0,0,3,0
20537,57.0,1,1,1,0,6004.0,1,0,0,12,1,157,6,0,0,3,0
20538,34.0,9,2,2,0,23919.0,0,0,0,12,1,384,2,0,0,3,0
20539,30.0,4,2,2,0,894.0,0,0,0,12,1,312,6,0,0,3,0
20540,47.0,4,1,1,0,-1854.0,1,1,0,12,1,388,2,0,0,3,0
20541,37.0,10,1,1,0,117.0,0,0,0,12,1,144,4,0,0,3,0
20542,58.0,4,0,2,0,108.0,0,0,0,12,1,231,4,0,0,3,0
20543,38.0,9,2,1,0,382.0,1,0,0,12,1,180,2,0,0,3,0
20544,54.0,4,1,2,0,1146.0,1,0,0,12,1,205,2,0,0,3,0
20545,44.0,3,1,0,0,93.0,0,0,0,12,1,163,2,0,0,3,0
20546,43.0,3,1,0,0,25.0,0,0,0,12,1,121,2,0,0,3,0
20547,57.0,4,0,2,0,8897.0,1,0,0,12,1,865,2,0,0,3,1
20548,38.0,9,2,2,0,508.0,1,1,0,12,1,1103,2,0,0,3,1
20549,46.0,9,1,1,0,190.0,1,0,0,12,1,370,2,0,0,3,0
20550,57.0,5,1,1,0,2714.0,0,0,0,12,1,106,2,0,0,3,0
20551,41.0,9,0,1,0,1631.0,1,0,0,12,1,173,2,0,0,3,0
20552,49.0,4,1,2,0,579.0,0,0,0,12,1,201,4,0,0,3,0
20553,32.0,9,2,2,0,720.0,0,0,0,12,1,234,4,0,0,3,0
20554,38.0,9,1,2,0,940.0,0,0,0,12,1,191,7,0,0,3,0
20555,31.0,9,1,2,0,4089.0,0,0,0,12,1,433,3,0,0,3,0
20556,46.0,6,1,1,0,548.0,0,0,0,12,1,1181,4,0,0,3,1
20557,58.0,9,1,1,0,175.0,0,0,0,12,1,92,4,0,0,3,0
20558,30.0,4,1,2,0,1567.0,1,0,0,12,1,1133,4,0,0,3,1
20559,33.0,3,1,0,0,209.0,0,0,0,12,1,76,4,0,0,3,0
20560,30.0,4,2,2,0,812.0,0,0,0,12,1,91,4,0,0,3,0
20561,45.0,0,1,1,0,362.0,0,0,0,12,1,536,4,0,0,3,0
20562,54.0,9,1,1,0,658.0,0,0,0,12,1,398,4,0,0,3,0
20563,35.0,9,1,2,0,432.0,0,0,0,12,1,104,8,0,0,3,0
20564,49.0,4,1,2,0,4751.0,0,0,0,12,1,884,4,0,0,3,1
20565,55.0,4,1,2,0,134.0,0,0,0,12,1,1650,16,0,0,3,0
20566,45.0,0,1,2,0,2552.0,0,0,0,12,1,149,7,0,0,3,0
20567,30.0,6,1,1,0,0.0,0,0,0,12,1,297,3,0,0,3,0
20568,52.0,9,0,1,0,106.0,0,0,0,12,1,193,4,0,0,3,0
20569,54.0,1,1,0,0,1849.0,0,0,0,12,1,127,4,0,0,3,0
20570,30.0,9,2,2,1,23.0,0,0,0,12,1,72,4,0,0,3,0
20571,42.0,6,1,1,0,487.0,1,0,1,12,1,58,4,0,0,3,0
20572,38.0,9,1,1,0,1478.0,0,0,0,12,1,926,4,0,0,3,1
20573,34.0,4,0,2,0,157.0,1,0,0,12,1,117,2,0,0,3,0
20574,31.0,4,2,2,0,350.0,1,0,0,12,1,359,2,0,0,3,0
20575,34.0,6,1,2,0,0.0,0,0,0,12,1,117,4,0,0,3,0
20576,39.0,4,1,2,0,1424.0,1,0,0,12,1,254,2,0,0,3,0
20577,50.0,4,1,2,0,2296.0,0,0,0,12,1,121,2,0,0,3,0
20578,35.0,4,1,2,0,1511.0,1,0,0,12,1,226,4,0,0,3,0
20579,60.0,0,1,1,0,711.0,0,0,0,12,1,355,4,0,0,3,0
20580,36.0,9,2,1,1,12.0,0,0,0,12,1,587,2,0,0,3,1
20581,47.0,4,1,2,0,434.0,0,0,0,12,1,111,4,0,0,3,0
20582,60.0,9,1,2,0,131.0,0,0,0,12,1,139,6,0,0,3,0
20583,33.0,4,1,2,0,1071.0,0,0,0,12,1,83,4,0,0,3,0
20584,59.0,5,1,3,0,7586.0,0,0,0,12,1,632,6,0,0,3,0
20585,48.0,1,1,1,0,426.0,1,1,0,12,1,186,2,0,0,3,0
20586,30.0,4,2,2,0,222.0,1,0,0,12,1,112,4,0,0,3,0
20587,49.0,1,1,0,0,1456.0,0,0,0,12,1,225,4,0,0,3,0
20588,58.0,1,1,1,0,842.0,0,0,0,12,1,253,2,0,0,3,0
20589,55.0,1,1,1,0,1011.0,1,0,0,12,1,112,2,0,0,3,0
20590,31.0,4,1,2,0,1514.0,0,0,0,12,1,284,2,0,0,3,0
20591,54.0,4,0,2,0,3473.0,1,0,0,12,1,306,2,0,0,3,0
20592,49.0,1,1,0,0,128.0,0,0,0,12,1,696,2,0,0,3,1
20593,60.0,5,1,2,0,1141.0,0,0,0,12,1,66,4,0,0,3,0
20594,31.0,4,1,2,0,596.0,0,0,0,12,1,192,4,0,0,3,0
20595,34.0,4,1,2,0,496.0,0,0,0,12,1,105,6,0,0,3,0
20596,45.0,0,1,1,0,43.0,0,0,0,12,1,114,4,0,0,3,0
20597,43.0,4,2,2,0,1627.0,0,0,0,12,1,105,4,0,0,3,0
20598,30.0,4,2,2,0,67.0,0,0,0,12,1,578,4,0,0,3,0
20599,57.0,5,1,2,0,0.0,0,0,0,12,1,116,4,0,0,3,0
20600,59.0,5,1,1,0,566.0,0,0,0,12,1,464,4,0,0,3,0
20601,32.0,9,2,2,0,1325.0,0,0,0,12,1,142,2,0,0,3,0
20602,55.0,1,1,1,0,388.0,0,0,0,12,1,187,2,0,0,3,0
20603,49.0,4,1,2,0,53.0,0,0,0,12,1,134,6,0,0,3,0
20604,36.0,9,2,2,0,1072.0,1,0,0,12,1,338,2,0,0,3,0
20605,52.0,7,1,1,0,1579.0,0,1,0,12,1,158,2,0,0,3,0
20606,49.0,1,1,1,0,553.0,0,0,0,12,1,645,8,0,0,3,1
